Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),EMS:Cooling Controlled Load [](TimeStep),EMS:Heating Controlled Load [](TimeStep),EMS:Cooling Schedule Temperature [](TimeStep),EMS:Heating Schedule Temperature [](TimeStep),EMS:Cooling Setpoint Temperature [](TimeStep),EMS:Heating Setpoint Temperature [](TimeStep),EMS:Cooling Current Temperature [](TimeStep),EMS:Heating Current Temperature [](TimeStep),EMS:Cooling Power State [](TimeStep),EMS:Heating Power State [](TimeStep),EMS:Heating Volume [](TimeStep),EMS:Cooling Volume [](TimeStep),EMS:Indoor Air Temperature [](TimeStep),EMS:Occupant Count [](TimeStep),Whole Building:Facility Total HVAC Electric Demand Power [W](TimeStep),Whole Building:Facility Total Electric Demand Power [W](TimeStep),Facility:Facility Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](TimeStep) 
 07/01  16:05:00,38.94166666666666,153291.97440584444,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,75.8312200037424,75.8312200037424,1.0,0.0,672.0,26812.0,75.8312200037424,216.58844050947497,167235.6529641355,237049.89768233326,0.08333333333333333 
 07/01  16:10:00,38.983333333333337,148417.57765287336,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,75.82408630386704,75.82408630386704,1.0,0.0,672.0,26812.0,75.82408630386704,205.56344050947497,168230.1257955623,238044.5831172032,0.08333333333333333 
 07/01  16:15:00,39.025,149045.3533600614,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,75.82602468481145,75.82602468481145,1.0,0.0,672.0,26812.0,75.82602468481145,205.56344050947497,168786.43525726305,238601.0066911361,0.08333333333333333 
 07/01  16:20:00,39.06666666666666,149580.61999254683,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,75.8307238472945,75.8307238472945,1.0,0.0,672.0,26812.0,75.8307238472945,205.56344050947497,169461.78939445705,239276.3746415326,0.08333333333333333 
 07/01  16:25:00,39.108333333333337,150172.02827752479,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,75.83693454762549,75.83693454762549,1.0,0.0,672.0,26812.0,75.83693454762549,205.56344050947497,170131.4917834374,239946.00993388357,0.08333333333333333 
 07/01  16:30:00,39.15,150766.02813099067,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,75.84388843140866,75.84388843140866,1.0,0.0,672.0,26812.0,75.84388843140866,205.56344050947497,170806.26527337466,240620.65722554847,0.08333333333333333 
 07/01  16:35:00,39.19166666666666,151364.09228280089,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,75.85120203842755,75.85120203842755,1.0,0.0,672.0,26812.0,75.85120203842755,205.56344050947497,171389.39908948527,241203.62392728963,0.08333333333333333 
 07/01  16:40:00,39.233333333333337,151901.1894851176,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,75.85829482007117,75.85829482007117,1.0,0.0,672.0,26812.0,75.85829482007117,205.56344050947497,171842.60864481997,241656.63888407203,0.08333333333333333 
 07/01  16:45:00,39.275,152345.20395714229,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,75.86519737944514,75.86519737944514,1.0,0.0,672.0,26812.0,75.86519737944514,205.56344050947497,172349.09513816937,242162.91260522989,0.08333333333333333 
 07/01  16:50:00,39.31666666666667,152826.12856020887,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,75.87190564379043,75.87190564379043,1.0,0.0,672.0,26812.0,75.87190564379043,205.56344050947497,172838.45220940907,242652.04490230265,0.08333333333333333 
 07/01  16:55:00,39.358333333333337,153297.798172436,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,75.87833611064278,75.87833611064278,1.0,0.0,672.0,26812.0,75.87833611064278,205.56344050947497,173308.7162397843,243122.0761591863,0.08333333333333333 
 07/01  17:00:00,39.4,153756.67878309385,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,75.88451554134069,75.88451554134069,1.0,0.0,672.0,26812.0,75.88451554134069,205.56344050947497,173752.44561799259,243565.56728524867,0.08333333333333333 
 07/01  17:05:00,39.30833333333334,154197.75176768268,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,75.89036423640556,75.89036423640556,1.0,0.0,672.0,26812.0,75.89036423640556,205.56344050947497,79030.95915272579,148843.83866861184,0.08333333333333333 
 07/01  17:10:00,39.21666666666667,38739.50273068906,0.0,80.6,60.8,80.36826461623545,61.031735383764559,77.32155868507081,77.32155868507081,1.0,0.0,1260.0,26224.0,77.32155868507081,205.56344050947497,86262.67498764963,156075.30315483333,0.08333333333333333 
 07/01  17:15:00,39.125,39263.458051069996,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.07536652302733,78.07536652302733,1.0,0.0,0.0,27484.0,78.07536652302733,205.56344050947497,85978.59615089448,155792.32252616104,0.08333333333333333 
 07/01  17:20:00,39.03333333333333,39157.83896973778,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.48598782602633,78.48598782602633,1.0,0.0,0.0,27484.0,78.48598782602633,205.56344050947497,85581.4418326113,155395.71869988566,0.08333333333333333 
 07/01  17:25:00,38.94166666666666,77927.29992997718,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.79063547361779,78.79063547361779,1.0,0.0,0.0,27484.0,78.79063547361779,205.56344050947497,85185.06430731085,154999.63270219154,0.08333333333333333 
 07/01  17:30:00,38.849999999999997,77530.922404602,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.94757046000754,78.94757046000754,1.0,0.0,0.0,27484.0,78.94757046000754,205.56344050947497,85191.9680248711,155006.71751292479,0.08333333333333333 
 07/01  17:35:00,38.758333333333329,77516.46142003365,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.05640139676815,79.05640139676815,1.0,0.0,0.0,27484.0,79.05640139676815,205.56344050947497,85180.54892083482,154995.42532300164,0.08333333333333333 
 07/01  17:40:00,38.666666666666667,77483.71330059157,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.13590171485457,79.13590171485457,1.0,0.0,0.0,27484.0,79.13590171485457,205.56344050947497,84950.1583865769,154765.13481369863,0.08333333333333333 
 07/01  17:45:00,38.574999999999999,77242.77547371257,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.19995483561968,79.19995483561968,1.0,0.0,0.0,27484.0,79.19995483561968,205.56344050947497,84655.83735955924,154470.9002721985,0.08333333333333333 
 07/01  17:50:00,38.48333333333333,76940.92866961798,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.25391447599989,79.25391447599989,1.0,0.0,0.0,27484.0,79.25391447599989,205.56344050947497,84305.33656198083,154120.47873534024,0.08333333333333333 
 07/01  17:55:00,38.39166666666666,76585.55769212025,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.30015412005811,79.30015412005811,1.0,0.0,0.0,27484.0,79.30015412005811,205.56344050947497,83918.78180027999,153733.9989058891,0.08333333333333333 
 07/01  18:00:00,38.3,76195.9524003276,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.34069442108263,79.34069442108263,1.0,0.0,0.0,27484.0,79.34069442108263,205.56344050947497,83492.2563818337,153307.54537458448,0.08333333333333333 
 07/01  18:05:00,38.20833333333333,75768.34317101013,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.37633222575295,79.37633222575295,1.0,0.0,0.0,27484.0,79.37633222575295,205.56344050947497,82975.94223803043,153118.97571909854,0.08333333333333333 
 07/01  18:10:00,38.11666666666667,75252.15545307442,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.40848315070171,79.40848315070171,1.0,0.0,0.0,27484.0,79.40848315070171,205.56344050947497,82470.85720136817,152613.98052489887,0.08333333333333333 
 07/01  18:15:00,38.025,74748.71062371769,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.43795473959088,79.43795473959088,1.0,0.0,0.0,27484.0,79.43795473959088,205.56344050947497,81912.25258211784,152056.3270519516,0.08333333333333333 
 07/01  18:20:00,37.93333333333334,74192.67179229413,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.46440449439959,79.46440449439959,1.0,0.0,0.0,27484.0,79.46440449439959,205.56344050947497,81332.36971268735,151477.09932944488,0.08333333333333333 
 07/01  18:25:00,37.84166666666666,73616.53971564859,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.48785611900765,79.48785611900765,1.0,0.0,0.0,27484.0,79.48785611900765,205.56344050947497,80685.11773701922,150830.36524017569,0.08333333333333333 
 07/01  18:30:00,37.75,72976.69683278768,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.50738506624481,79.50738506624481,1.0,0.0,0.0,27484.0,79.50738506624481,205.56344050947497,80045.40042581556,150191.10019852245,0.08333333333333333 
 07/01  18:35:00,37.65833333333333,72344.18973135414,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.52452715279228,79.52452715279228,1.0,0.0,0.0,27484.0,79.52452715279228,205.56344050947497,79394.3662841474,149540.487058488,0.08333333333333333 
 07/01  18:40:00,37.56666666666667,71701.10832376861,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.53942385133195,79.53942385133195,1.0,0.0,0.0,27484.0,79.53942385133195,205.56344050947497,78744.03192399236,148890.5580801148,0.08333333333333333 
 07/01  18:45:00,37.475,71058.74730982153,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.55191594920044,79.55191594920044,1.0,0.0,0.0,27484.0,79.55191594920044,205.56344050947497,78099.15528631902,148246.07798019419,0.08333333333333333 
 07/01  18:50:00,37.38333333333333,70421.66225010249,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.56229919948231,79.56229919948231,1.0,0.0,0.0,27484.0,79.56229919948231,205.56344050947497,77452.2183295637,147599.5314231352,0.08333333333333333 
 07/01  18:55:00,37.29166666666667,69782.63023995185,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.57049965632595,79.57049965632595,1.0,0.0,0.0,27484.0,79.57049965632595,205.56344050947497,76837.81120967033,146985.5095060786,0.08333333333333333 
 07/01  19:00:00,37.2,69174.37880929618,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.5757063069982,79.5757063069982,1.0,0.0,0.0,27484.0,79.5757063069982,205.56344050947497,76269.97691070453,146418.05544365527,0.08333333333333333 
 07/01  19:05:00,37.06666666666667,68610.13804816986,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.57613961138535,79.57613961138535,1.0,0.0,0.0,27484.0,79.57613961138535,205.56344050947497,74888.02393374595,116023.02673417772,0.08333333333333333 
 07/01  19:10:00,36.93333333333334,67233.88202617518,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.39679140045124,79.39679140045124,1.0,0.0,0.0,27484.0,79.39679140045124,205.56344050947497,74158.80079020497,115294.17158304635,0.08333333333333333 
 07/01  19:15:00,36.800000000000007,66504.65888291398,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.27735558694272,79.27735558694272,1.0,0.0,0.0,27484.0,79.27735558694272,205.56344050947497,73473.66389388904,114608.96995349374,0.08333333333333333 
 07/01  19:20:00,36.66666666666667,65819.52198678519,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.19188381069555,79.19188381069555,1.0,0.0,0.0,27484.0,79.19188381069555,205.56344050947497,72792.81801265707,113928.20457591009,0.08333333333333333 
 07/01  19:25:00,36.53333333333333,65138.67610549454,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.12219594936799,79.12219594936799,1.0,0.0,0.0,27484.0,79.12219594936799,205.56344050947497,72119.13447843591,113254.66653162996,0.08333333333333333 
 07/01  19:30:00,36.400000000000009,64464.99257110175,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.06156046318239,79.06156046318239,1.0,0.0,0.0,27484.0,79.06156046318239,205.56344050947497,71441.3301790567,121152.03503625849,0.08333333333333333 
 07/01  19:35:00,36.266666666666669,63787.188271496256,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.99746989258256,78.99746989258256,1.0,0.0,0.0,27484.0,78.99746989258256,205.56344050947497,70778.97583679063,120489.86234032957,0.08333333333333333 
 07/01  19:40:00,36.13333333333334,63124.83392923303,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.94001637639112,78.94001637639112,1.0,0.0,0.0,27484.0,78.94001637639112,205.56344050947497,70124.226322089,119835.29456701916,0.08333333333333333 
 07/01  19:45:00,36.0,62470.084414818884,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.88770984969604,78.88770984969604,1.0,0.0,0.0,27484.0,78.88770984969604,205.56344050947497,69475.23388915642,119186.47999805969,0.08333333333333333 
 07/01  19:50:00,35.86666666666667,61821.09198205254,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.83852971494125,78.83852971494125,1.0,0.0,0.0,27484.0,78.83852971494125,205.56344050947497,68831.21346141314,118542.63184997483,0.08333333333333333 
 07/01  19:55:00,35.733333333333337,61177.07155424123,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.79142036375498,78.79142036375498,1.0,0.0,0.0,27484.0,78.79142036375498,205.56344050947497,68192.52111742302,117904.10553479908,0.08333333333333333 
 07/01  20:00:00,35.6,60538.37921007499,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.74571882216094,78.74571882216094,1.0,0.0,0.0,27484.0,78.74571882216094,205.56344050947497,67558.31757023702,117270.06156515195,0.08333333333333333 
 07/01  20:05:00,35.5,59904.1756626605,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.70103352532921,78.70103352532921,1.0,0.0,0.0,27484.0,78.70103352532921,205.56344050947497,0.00003321086341561036,48965.04667275486,0.0 
 07/01  20:10:00,35.4,0.0,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.58226429932789,79.58226429932789,0.0,0.0,0.0,0.0,79.58226429932789,0.0,15983.531939390066,64961.176033727636,0.0 
 07/01  20:15:00,35.300000000000007,13704.184793008073,0.0,80.6,60.8,80.36826461623545,61.031735383764559,80.13553375156545,80.13553375156545,1.0,0.0,1260.0,15480.0,80.13553375156545,0.0,41353.496975536895,90339.96100228135,0.0 
 07/01  20:20:00,35.2,19863.016041901235,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.68354400009494,79.68354400009494,1.0,0.0,1428.0,25384.0,79.68354400009494,0.0,50504.3751005472,99497.81850365654,0.0 
 07/01  20:25:00,35.1,20628.686501277676,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.09126837942695,79.09126837942695,1.0,0.0,0.0,27484.0,79.09126837942695,0.0,48507.020502362946,97489.75609143755,0.0 
 07/01  20:30:00,35.0,40852.878594997375,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.73439444171882,78.73439444171882,1.0,0.0,0.0,27484.0,78.73439444171882,0.0,48054.26488848144,97038.87481326596,0.0 
 07/01  20:35:00,34.9,40400.122980887085,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.57193578117301,78.57193578117301,1.0,0.0,0.0,27484.0,78.57193578117301,0.0,47687.73783097503,96672.84168301086,0.0 
 07/01  20:40:00,34.8,40033.59592344751,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.46004955784278,78.46004955784278,1.0,0.0,0.0,27484.0,78.46004955784278,0.0,15185.348344573213,64170.40553656635,0.0 
 07/01  20:45:00,34.699999999999999,6031.569690462143,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.03565461998798,79.03565461998798,1.0,0.0,0.0,10744.0,79.03565461998798,0.0,4949.31566001203,53934.218739758275,0.0 
 07/01  20:50:00,34.6,2430.0198449427218,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.82757154000928,79.82757154000928,1.0,0.0,1260.0,672.0,79.82757154000928,0.0,33737.750633984775,82722.29632509174,0.0 
 07/01  20:55:00,34.5,14111.679283156556,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.64347435599967,79.64347435599967,1.0,0.0,0.0,16740.0,79.64347435599967,0.0,32261.582296114928,81254.88859581686,0.0 
 07/01  21:00:00,34.4,13785.233050148692,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.41571971353858,79.41571971353858,1.0,0.0,0.0,16740.0,79.41571971353858,0.0,46104.40038235803,95103.70684539988,0.0 
 07/01  21:05:00,34.358333333333337,19101.57094826913,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.95834518252568,78.95834518252568,1.0,0.0,0.0,26812.0,78.95834518252568,0.0,44810.59467016105,93581.14841033906,0.0 
 07/01  21:10:00,34.31666666666667,18893.43650464365,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.62481545398944,78.62481545398944,1.0,0.0,0.0,26812.0,78.62481545398944,0.0,44501.916530921684,93277.39268608677,0.0 
 07/01  21:15:00,34.275,37581.53797799303,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.3722519076324,78.3722519076324,1.0,0.0,0.0,26812.0,78.3722519076324,0.0,36729.97362904201,85506.80846419788,0.0 
 07/01  21:20:00,34.233333333333337,16126.572796419012,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.29524517168855,78.29524517168855,1.0,0.0,0.0,25552.0,78.29524517168855,0.0,13007.494396045571,61786.08795684774,0.0 
 07/01  21:25:00,34.19166666666666,5305.619519273182,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.82304920359785,78.82304920359785,1.0,0.0,0.0,10072.0,78.82304920359785,0.0,21053.36586021039,69833.89197188884,0.0 
 07/01  21:30:00,34.15,7792.475250877848,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.24159571151597,79.24159571151597,1.0,0.0,0.0,11332.0,79.24159571151597,0.0,7398.433809190472,56180.969168287025,0.0 
 07/01  21:35:00,34.108333333333337,2462.994304664416,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.81375351409392,79.81375351409392,1.0,0.0,0.0,1260.0,79.81375351409392,0.0,31967.898970899143,80752.4699406595,0.0 
 07/01  21:40:00,34.06666666666666,13640.07176448026,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.56428024361202,79.56428024361202,1.0,0.0,0.0,16740.0,79.56428024361202,0.0,31419.42443163984,80206.02863120605,0.0 
 07/01  21:45:00,34.025,13349.033892133059,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.24819331751482,79.24819331751482,1.0,0.0,0.0,16740.0,79.24819331751482,0.0,31001.25264943826,79789.87492238642,0.0 
 07/01  21:50:00,33.983333333333337,26463.932855614257,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.07083318912135,79.07083318912135,1.0,0.0,0.0,16740.0,79.07083318912135,0.0,42306.27239985359,91096.89420448632,0.0 
 07/01  21:55:00,33.94166666666666,17978.93021822802,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.72361952201908,78.72361952201908,1.0,0.0,1428.0,25384.0,78.72361952201908,0.0,37350.64549853465,86143.24864730984,0.0 
 07/01  22:00:00,33.9,15924.879081179954,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.36192022810266,78.36192022810266,1.0,0.0,0.0,25552.0,78.36192022810266,0.0,36080.07241445154,84874.6404736681,0.0 
 07/01  22:05:00,33.71666666666666,31638.055788633952,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.13055029125951,78.13055029125951,1.0,0.0,0.0,25552.0,78.13055029125951,0.0,20388.415390050002,70296.19055290666,0.0 
 07/01  22:10:00,33.53333333333333,7507.837023945496,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.5842298962603,78.5842298962603,1.0,0.0,0.0,11332.0,78.5842298962603,0.0,19570.585849121122,69480.46831472428,0.0 
 07/01  22:15:00,33.349999999999997,7350.697771624517,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.00559715037915,79.00559715037915,1.0,0.0,0.0,11332.0,79.00559715037915,0.0,19334.550926593445,69245.68837188265,0.0 
 07/01  22:20:00,33.16666666666667,7231.583203583679,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.2743946484052,79.2743946484052,1.0,0.0,0.0,11332.0,79.2743946484052,0.0,14750.371523390244,64662.90702621607,0.0 
 07/01  22:25:00,32.98333333333333,9451.382765211245,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.56225945927945,79.56225945927945,1.0,0.0,0.0,12012.0,79.56225945927945,0.0,30243.531031509665,78155.50361666459,0.0 
 07/01  22:30:00,32.8,12744.976483766668,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.15923270652397,79.15923270652397,1.0,0.0,0.0,16740.0,79.15923270652397,0.0,29516.76188446957,77430.2151501208,0.0 
 07/01  22:35:00,32.61666666666667,12407.27948683287,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.87380184903009,78.87380184903009,1.0,0.0,0.0,16740.0,78.87380184903009,0.0,22601.585714322006,72966.01382937245,0.0 
 07/01  22:40:00,32.43333333333334,10222.125805473224,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.74857973761786,78.74857973761786,1.0,0.0,0.0,15480.0,78.74857973761786,0.0,22316.021007961397,72675.88273660324,0.0 
 07/01  22:45:00,32.25,20257.06314590401,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.68134342835339,78.68134342835339,1.0,0.0,0.0,15480.0,78.68134342835339,0.0,22083.0744075542,72438.33356234216,0.0 
 07/01  22:50:00,32.06666666666666,20024.116545459867,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.64896757599834,78.64896757599834,1.0,0.0,0.0,15480.0,78.64896757599834,0.0,23765.160592803535,73763.47926398253,0.0 
 07/01  22:55:00,31.883333333333334,9539.921823018762,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.68382920172512,78.68382920172512,1.0,0.0,0.0,14632.0,78.68382920172512,0.0,16029.15616321948,64816.82519968081,0.0 
 07/01  23:00:00,31.7,6265.356946816662,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.90642271700722,78.90642271700722,1.0,0.0,0.0,9904.0,78.90642271700722,0.0,15740.611186453993,64527.47248377109,0.0 
 07/01  23:05:00,31.60833333333333,6126.631164298151,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.09362250243353,79.09362250243353,1.0,0.0,0.0,9904.0,79.09362250243353,0.0,15579.780036867218,64367.064115395326,0.0 
 07/01  23:10:00,31.516666666666667,6051.448318361543,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.2268558664964,79.2268558664964,1.0,0.0,0.0,9904.0,79.2268558664964,0.0,15448.659439912122,64236.35569321736,0.0 
 07/01  23:15:00,31.424999999999998,11994.626575872639,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.34290046316981,79.34290046316981,1.0,0.0,0.0,9904.0,79.34290046316981,0.0,15326.47947070445,64113.40647673835,0.0 
 07/01  23:20:00,31.333333333333337,11872.446606699565,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.39987458850877,79.39987458850877,1.0,0.0,0.0,9904.0,79.39987458850877,0.0,15743.101705588568,64529.4681485663,0.0 
 07/01  23:25:00,31.241666666666668,7096.667085918545,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.2080949839642,79.2080949839642,1.0,0.0,0.0,10752.0,79.2080949839642,0.0,22395.247499783818,71181.1551104303,0.0 
 07/01  23:30:00,31.15,10067.410684151919,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.82371706524524,78.82371706524524,1.0,0.0,0.0,15480.0,78.82371706524524,0.0,21875.208014169893,70660.70975035645,0.0 
 07/01  23:35:00,31.058333333333335,9832.265903363243,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.54866195910668,78.54866195910668,1.0,0.0,0.0,15480.0,78.54866195910668,0.0,21515.367295266704,70300.49252615751,0.0 
 07/01  23:40:00,30.96666666666667,9682.500956113348,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.40410291144866,78.40410291144866,1.0,0.0,0.0,15480.0,78.40410291144866,0.0,21293.05429293753,70077.82101149284,0.0 
 07/01  23:45:00,30.875000000000005,19234.096436904383,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.31095176680585,78.31095176680585,1.0,0.0,0.0,15480.0,78.31095176680585,0.0,26922.63540559134,75707.0548863424,0.0 
 07/01  23:50:00,30.783333333333336,10946.725506398028,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.23107414169903,78.23107414169903,1.0,0.0,0.0,16740.0,78.23107414169903,0.0,11723.593103925203,60507.65092346113,0.0 
 07/01  23:55:00,30.69166666666667,4296.747270871284,0.0,80.6,60.8,80.36826461623545,61.031735383764559,78.58498661955,78.58498661955,1.0,0.0,0.0,5988.0,78.58498661955,0.0,5115.970902754374,53899.69126125626,0.0 
 07/01  24:00:00,30.6,1317.929811363944,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.0802186556977,79.0802186556977,1.0,0.0,0.0,1260.0,79.0802186556977,0.0,5048.120676648376,53831.50084448475,0.0 
 07/02  00:05:00,30.5,1283.8662329013776,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.43671079281005,79.43671079281005,1.0,0.0,0.0,1260.0,79.43671079281005,0.0,4990.2004994328049,53773.11906013555,0.0 
 07/02  00:10:00,30.400000000000003,1255.249308838286,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.67595273135878,79.67595273135878,1.0,0.0,0.0,1260.0,79.67595273135878,0.0,4935.016016735619,53717.46286551318,0.0 
 07/02  00:15:00,30.300000000000006,2456.654082084744,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.88069258636257,79.88069258636257,1.0,0.0,0.0,1260.0,79.88069258636257,0.0,0.000007461502194109548,48781.9434541329,0.0 
 07/02  00:20:00,30.200000000000004,0.0,0.0,80.6,60.8,80.36826461623545,61.031735383764559,79.99997437907445,79.99997437907445,0.0,0.0,0.0,0.0,79.99997437907445,0.0,0.000007472458021402948,48780.96880829401,0.0 
 07/02  00:25:00,30.099999999999999,0.0,0.0,80.6,60.8,80.36826461623545,61.031735383764559,80.08262182970128,80.08262182970128,0.0,0.0,0.0,0.0,80.08262182970128,0.0,0.00000748425537923661,48779.91228507734,0.0 
 07/02  00:30:00,30.0,0.0,0.0,80.6,60.8,80.36826461623545,61.031735383764559,80.13927355165322,80.13927355165322,0.0,0.0,0.0,0.0,80.13927355165322,0.0,0.000007496770631752338,48778.800444055305,0.0 
 07/02  00:35:00,29.9,0.0,0.0,80.6,60.8,80.36826461623545,61.031735383764559,80.17742192668544,80.17742192668544,0.0,0.0,0.0,0.0,80.17742192668544,0.0,0.000007509900027041655,48777.63684986189,0.0 
 07/02  00:40:00,29.799999999999998,0.0,0.0,80.6,60.8,80.36826461623545,61.031735383764559,80.20237615850499,80.20237615850499,0.0,0.0,0.0,0.0,80.20237615850499,0.0,0.0000075235564211945338,48776.424007915266,0.0 
 07/02  00:45:00,29.699999999999997,0.0,0.0,80.6,60.8,80.36826461623545,61.031735383764559,80.21743084220484,80.21743084220484,0.0,0.0,0.0,0.0,80.21743084220484,0.0,0.000007537666571441339,48775.16503635382,0.0 
 07/02  00:50:00,29.599999999999999,0.0,0.0,80.6,60.8,80.36826461623545,61.031735383764559,80.22532372899272,80.22532372899272,0.0,0.0,0.0,0.0,80.22532372899272,0.0,0.000007552168890766373,48773.869223639806,0.0 
 07/02  00:55:00,29.5,0.0,0.0,80.6,60.8,80.36826461623545,61.031735383764559,80.22752518311698,80.22752518311698,0.0,0.0,0.0,0.0,80.22752518311698,0.0,0.000007567011579135536,48772.52913889233,0.0 
 07/02  01:00:00,29.4,0.0,0.0,80.6,60.8,80.36826461623545,61.031735383764559,80.22541419662451,80.22541419662451,0.0,0.0,0.0,0.0,80.22541419662451,0.0,0.000007551986832739629,48770.67738471648,0.0 
