Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),EMS:Cooling Controlled Load [](TimeStep),EMS:Heating Controlled Load [](TimeStep),EMS:Cooling Schedule Temperature [](TimeStep),EMS:Heating Schedule Temperature [](TimeStep),EMS:Cooling Setpoint Temperature [](TimeStep),EMS:Heating Setpoint Temperature [](TimeStep),EMS:Cooling Current Temperature [](TimeStep),EMS:Heating Current Temperature [](TimeStep),EMS:Cooling Power State [](TimeStep),EMS:Heating Power State [](TimeStep),EMS:Heating Volume [](TimeStep),EMS:Cooling Volume [](TimeStep),EMS:Indoor Air Temperature [](TimeStep),EMS:Occupant Count [](TimeStep),Whole Building:Facility Total HVAC Electric Demand Power [W](TimeStep),Whole Building:Facility Total Electric Demand Power [W](TimeStep),Facility:Facility Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](TimeStep) 
 07/01  07:15:00,26.925000000000006,40132.76334253175,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,74.81759148135675,74.81759148135675,1.0,0.0,672.0,26812.0,74.81759148135675,216.58844050947497,50331.02610016794,139316.1930507062,0.0 
 07/01  07:20:00,27.200000000000004,41309.79165060269,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,74.85072711852976,74.85072711852976,1.0,0.0,672.0,26812.0,74.85072711852976,216.58844050947497,51593.496070569505,140586.08063120699,0.0 
 07/01  07:25:00,27.475,42509.793587515676,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,74.87134588005029,74.87134588005029,1.0,0.0,672.0,26812.0,74.87134588005029,216.58844050947497,52869.98961846369,141869.19659668834,0.0 
 07/01  07:30:00,27.75,43722.82279579669,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,74.88543362316105,74.88543362316105,1.0,0.0,672.0,26812.0,74.88543362316105,216.58844050947497,54199.35768232939,143204.79682426994,0.0 
 07/01  07:35:00,28.025,44993.35421320336,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,74.8966172308024,74.8966172308024,1.0,0.0,672.0,26812.0,74.8966172308024,216.58844050947497,55605.053413489106,144616.486611201,0.0 
 07/01  07:40:00,28.299999999999998,46344.12256411221,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,74.90634517497291,74.90634517497291,1.0,0.0,672.0,26812.0,74.90634517497291,216.58844050947497,57030.32077672521,146047.51995147355,0.0 
 07/01  07:45:00,28.574999999999997,47714.93576310838,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,74.91532199533748,74.91532199533748,1.0,0.0,672.0,26812.0,74.91532199533748,216.58844050947497,58472.34584368087,147495.1537178816,0.0 
 07/01  07:50:00,28.85,49102.596640020674,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,74.92385881910113,74.92385881910113,1.0,0.0,672.0,26812.0,74.92385881910113,216.58844050947497,59937.17854607385,148965.4848004796,0.0 
 07/01  07:55:00,29.125,50512.398009082426,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,74.93218828245625,74.93218828245625,1.0,0.0,672.0,26812.0,74.93218828245625,216.58844050947497,61417.477768662175,150451.1874538821,0.0 
 07/01  08:00:00,29.4,51938.226199626966,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,74.94038279192236,74.94038279192236,1.0,0.0,672.0,26812.0,74.94038279192236,216.58844050947497,62920.84889703342,151959.88233099317,0.0 
 07/01  08:05:00,29.683333333333335,53386.4137144823,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,74.94837722858245,74.94837722858245,1.0,0.0,672.0,26812.0,74.94837722858245,216.58844050947497,65301.95403828996,154358.5661039131,0.0 
 07/01  08:10:00,29.966666666666666,55711.58291922969,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,74.95666854714703,74.95666854714703,1.0,0.0,672.0,26812.0,74.95666854714703,273.24311676846778,66914.36822229052,155976.30886653177,0.0 
 07/01  08:15:00,30.249999999999998,57267.76061396513,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,74.96502816942584,74.96502816942584,1.0,0.0,672.0,26812.0,74.96502816942584,273.24311676846778,68478.68171257706,157546.63465029849,0.0 
 07/01  08:20:00,30.53333333333333,58785.514466231165,0.0,76.56119924319605,67.53133459467327,76.32946385943149,67.76306997843781,74.97303213748347,74.97303213748347,1.0,0.0,672.0,26812.0,74.97303213748347,273.24311676846778,70112.08136170227,159186.02242451797,0.0 
